"STUDENT_ID","GRAD_APPL_DATE","GRADUATION_DATE","GRADUATED_IND","TOTAL_CREDITS","DEGREE_TYPE","MAJOR","DEPARTMENT","COLLEGE","REQUIRED_HOURS","FULLY_ONLINE_IND","AID_ELIGIBLE_IND","HONORS","OVERALL_GPA"
5466855,23-NOV-20  03:39 PM,06-MAY-21  12:00 AM,"N",90,"Associates","Nursing","Nursing","Health Sciences",72,"N","N","",3.856
5572996,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",65,"Associates","Communication Studies","Communication","Arts, Comm, & New Media",61,"N","N","Honors",3.558
2625436,17-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",51,"Certificate","General Education","Unknown","Unknown",34,"U","U","Honors",3.6
6393928,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",61,"Associates","Communication Studies","Communication","Arts, Comm, & New Media",61,"N","N","High Honors",3.961
6328107,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",58,"Associates","General Studies","Unknown","Unknown",61,"U","U","",3.472
6322493,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",52,"Certificate","General Education","Unknown","Unknown",34,"U","U","",3.123
6643583,17-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",34,"Associates","History","History and Anthropology","Humanities & Social Sciences",63,"N","N","High Honors",3.903
6643583,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",34,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",3.903
5076486,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",106,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.399
2803061,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",63,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.835
6302074,05-JAN-21  08:45 AM,06-MAY-21  12:00 AM,"N",61,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.844
6319014,30-DEC-20  01:29 PM,06-MAY-21  12:00 AM,"N",55,"Unknown","General Studies - Undecided","Unknown","Unknown",,"U","U","",3.767
,23-FEB-21  12:50 PM,06-MAY-21  12:00 AM,"N",49,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.894
3631567,18-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",45,"Certificate","Business Basics","Unknown","Business",18,"N","N","",2.84
5039302,18-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",55,"Certificate","Graphic Communications","Unknown","Unknown",32,"U","U","High Honors",4
6082953,17-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",67,"Certificate","General Education","Unknown","Unknown",34,"U","U","",3.067
6118968,16-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",75,"Associates","History","History and Anthropology","Humanities & Social Sciences",63,"N","N","High Honors",3.872
6356814,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",68,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.344
6401390,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"N",45,"Unknown","General Studies - Undecided","Unknown","Unknown",,"U","U","",3.087
5274929,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",63,"Associates","Surveying Technology","Unknown","Unknown",,"U","U","High Honors",3.948
6212565,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",48,"Associates","General Studies","Unknown","Unknown",61,"U","U","",3.252
5211369,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",77,"Associates","Criminal Justice","Criminal Justice/Inst. Pub Saf","Applied Tech &Tech Specialties",64,"N","N","",3.399
6422607,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",46,"Certificate","General Education","Unknown","Unknown",34,"U","U","",3.426
5863069,23-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",73,"Associates","Business","Business Management","Business",61,"N","N","Honors",3.665
2821128,12-MAY-21  01:28 PM,07-AUG-21  12:00 AM,"N",35,"Unknown","General Studies - Undecided","Unknown","Unknown",,"U","U","",3.32
2821128,20-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"N",35,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.32
6224535,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",68,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.999
5463068,17-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",52,"Certificate","General Education","Unknown","Unknown",34,"U","U","Honors",3.794
2533967,27-JUL-21  12:00 AM,07-AUG-21  12:00 AM,"Y",167,"Certificate","Non-Destruct Test Radiography","Non-Destructive Testing","Applied Tech &Tech Specialties",35,"N","N","",3.389
6256448,02-JUN-21  12:00 AM,07-AUG-21  12:00 AM,"Y",77,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.945
5938445,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",65,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",3.945
6019498,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",80,"Associates","Visual Arts- Animation","Visual Arts & Design","Arts, Comm, & New Media",64,"N","N","",2.956
6363968,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",87,"Certificate","General Education","Unknown","Unknown",34,"U","U","",3.325
6165973,15-DEC-20  12:00 AM,06-MAY-21  12:00 AM,"N",92,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.514
5867682,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",99,"Associates","Exercise Sci/Kinesiology","Exercise Science","Science, Math & Engineering",62,"N","N","",3.173
6342667,17-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",51,"Certificate","General Education","Unknown","Unknown",34,"U","U","High Honors",4
5570168,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",32,"Associates","Criminal Justice","Criminal Justice/Inst. Pub Saf","Applied Tech &Tech Specialties",64,"N","N","Honors",3.728
6013170,23-JUN-21  12:00 AM,07-AUG-21  12:00 AM,"Y",65,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.203
6309865,12-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",61,"Associates","Visual Arts- Animation","Visual Arts & Design","Arts, Comm, & New Media",69,"N","N","High Honors",3.882
6492593,08-MAR-21  03:22 PM,06-MAY-21  12:00 AM,"N",48,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.994
6325622,22-MAR-21  12:09 PM,06-MAY-21  12:00 AM,"N",33,"Unknown","General Studies - Undecided","Unknown","Unknown",,"U","U","",2.9
5942995,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",27,"Certificate","General Education","Unknown","Unknown",34,"U","U","",3.02
2880446,17-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",124,"Associates","Engineering/Manufacturing","Unknown","Unknown",65,"U","U","",3.276
3802829,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",64,"Certificate","Network and System Admin","Comp. Sciences & Info. Systems","Business",16,"N","N","",3.103
5925460,07-JAN-21  12:00 AM,06-MAY-21  12:00 AM,"N",74,"Associates","Pre-Health Sciences","Unknown","Unknown",61,"U","U","",3.566
5925460,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",74,"Associates","General Studies","Unknown","Provost Office",61,"N","N","Honors",3.566
6760518,02-MAR-21  12:00 AM,07-AUG-21  12:00 AM,"N",34,"Associates","Business","Business Management","Business",61,"N","N","",2.45
6261474,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",64,"Associates","Engineering/Electrical","Unknown","Unknown",,"U","U","High Honors",3.919
6261474,20-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",64,"Associates","Physics","Physics","Science, Math & Engineering",63,"N","N","High Honors",3.919
3570065,12-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",71,"Associates","Business","Business Management","Business",61,"N","N","High Honors",3.92
6661720,07-JUN-21  12:00 AM,07-AUG-21  12:00 AM,"Y",52,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","High Honors",4
5059350,15-JAN-21  12:00 AM,06-MAY-21  12:00 AM,"Y",46,"Certificate","General Education","Unknown","Unknown",34,"U","U","Honors",3.752
5059350,15-JAN-21  12:00 AM,06-MAY-21  12:00 AM,"N",46,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.752
5059350,12-JAN-21  02:14 PM,06-MAY-21  12:00 AM,"N",46,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.752
3977150,12-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",54,"Associates","Psychology","Psychology","Humanities & Social Sciences",61,"N","N","High Honors",3.837
2567182,08-APR-21  12:00 AM,06-MAY-21  12:00 AM,"Y",92,"Associates","Occupational Therapy Assistant","Occupational Therapy Assistant","Health Sciences",86,"N","N","High Honors",3.918
5318623,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",68,"Associates","Business","Business Management","Business",61,"N","N","",3.479
5661686,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",92,"Associates","Biotechnology Technician","Biotechnology","Science, Math & Engineering",61,"N","N","Honors",3.548
232528,12-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",103,"Associates","Architectural Technology","Architectural Technology","Arts, Comm, & New Media",60,"N","N","",2.361
6394782,30-APR-21  02:39 PM,06-MAY-21  12:00 AM,"N",40,"Unknown","General Studies - Undecided","Unknown","Unknown",,"U","U","",3.423
6416335,01-FEB-21  08:06 PM,06-MAY-21  12:00 AM,"N",40,"Unknown","General Studies - Undecided","Unknown","Unknown",,"U","U","",3.79
5680614,17-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",65,"Associates","English","Unknown","Unknown",63,"U","U","",3.313
6354784,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",62,"Certificate","Computer Science Fundamentals","Comp. Sciences & Info. Systems","Business",16,"N","N","High Honors",3.81
3478148,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",64,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.678
5529876,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",54,"Certificate","General Education","Unknown","Unknown",34,"U","U","",2.935
4810423,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",68,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.211
5004232,16-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",66,"Associates","Psychology","Psychology","Humanities & Social Sciences",61,"N","N","High Honors",3.911
5927455,16-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",59,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",4
5027073,18-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",99,"Certificate","Graphic Communications","Unknown","Unknown",32,"U","U","",3.403
6009670,17-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",69,"Certificate","General Education","Unknown","Unknown",34,"U","U","Honors",3.633
6254600,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",66,"Associates","Business","Business Management","Business",62,"N","N","Honors",3.508
5728998,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",54,"Certificate","General Education","Unknown","Unknown",34,"U","U","Honors",3.737
,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",48,"Certificate","General Education","Unknown","Unknown",34,"U","U","",2.9
6092928,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",62,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.335
6092928,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",62,"Associates","Political Science","Political Science","Humanities & Social Sciences",61,"N","N","",3.335
4875355,20-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"N",24,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.363
3537690,12-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"N",39.5,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","",3.018
5914932,16-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",65,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",3.898
3956521,16-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",52,"Associates","General Studies","Unknown","Unknown",61,"U","U","",2.037
5270344,21-JUL-21  12:00 AM,07-AUG-21  12:00 AM,"Y",129,"Associates","Occupational Therapy Assistant","Occupational Therapy Assistant","Health Sciences",86,"N","N","",3.491
5043579,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",36,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.139
6167366,14-JAN-21  05:08 PM,07-AUG-21  12:00 AM,"N",72,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","",3.95
6585896,17-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",48,"Certificate","General Education","Unknown","Unknown",34,"U","U","Honors",3.779
2819735,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",165,"Associates","Engineering/Civil/Environ","Unknown","Unknown",74,"U","U","",2.912
5931228,16-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",39,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.47
6381335,24-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",60,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.466
5584518,14-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",62,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.208
6612769,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",56,"Associates","Business","Business Management","Business",61,"N","N","",2.825
4795478,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",95,"Certificate","General Education","Unknown","Unknown",34,"U","U","",2.623
3023267,14-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",71,"Associates","Nursing","Nursing","Health Sciences",72,"N","N","High Honors",3.983
6338502,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",76,"Associates","Education","Education, Pre-Teacher","Humanities & Social Sciences",63,"N","N","Honors",3.633
67720,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",77,"Associates","Biology","Biology","Science, Math & Engineering",,"N","N","",3.33
67720,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",77,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.33
67720,21-DEC-20  08:02 AM,06-MAY-21  12:00 AM,"N",77,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.33
6050326,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",36,"Associates","General Studies","Unknown","Provost Office",61,"N","N","Honors",3.656
5907484,13-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"N",56,"Associates","Sociology","Sociology","Humanities & Social Sciences",61,"N","N","",2.715
,17-AUG-21  12:00 AM,07-AUG-21  12:00 AM,"Y",42,"Certificate","General Education","Unknown","Unknown",34,"U","U","Honors",3.662
6244800,14-OCT-20  10:12 AM,06-MAY-21  12:00 AM,"N",30,"Associates","Psychology","Psychology","Humanities & Social Sciences",61,"N","N","",3.87
3727523,26-APR-21  12:00 AM,06-MAY-21  12:00 AM,"Y",130,"Associates","Occupational Therapy Assistant","Occupational Therapy Assistant","Health Sciences",86,"N","N","",3.497
4715209,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",68,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",4
4795646,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",68,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.897
5890390,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",70,"Certificate","General Education","Unknown","Unknown",34,"U","U","",2.796
5890390,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",70,"Certificate","Software Development","Comp. Sciences & Info. Systems","Business",17,"N","N","",2.796
6318580,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",46,"Associates","Social Work","Social Work","Humanities & Social Sciences",63,"N","N","",3.209
5092075,26-OCT-20  12:16 AM,06-MAY-21  12:00 AM,"N",55,"Associates","General Studies/Undecided","Unknown","Unknown",,"U","U","",2.721
5092075,05-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"N",55,"Associates","General Studies","Unknown","Unknown",61,"U","U","",2.721
5896879,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",71,"Certificate","General Education","Unknown","Unknown",34,"U","U","High Honors",3.924
5965360,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",87,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.549
,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",83,"Certificate","Business Management","Unknown","Unknown",,"U","U","",3.386
,14-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",83,"Certificate","Hospitality Basics","Culinary Arts","Business",18,"N","N","",3.386
,14-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",83,"Certificate","Business Basics","Unknown","Business",18,"N","N","",3.386
2855379,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"N",69,"Associates","Communication","Unknown","Unknown",63,"U","U","",3.247
2855379,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",69,"Associates","Communication Studies","Communication","Arts, Comm, & New Media",61,"N","N","",3.247
,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",56,"Associates","Psychology","Psychology","Humanities & Social Sciences",61,"N","N","Honors",3.609
4796318,19-OCT-20  04:53 PM,06-MAY-21  12:00 AM,"N",90,"Associates","Nursing","Nursing","Health Sciences",72,"N","N","",2.849
4844982,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",71,"Associates","Sociology","Sociology","Humanities & Social Sciences",61,"N","N","",2.177
5415447,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",75,"Certificate","Computer Science Fundamentals","Comp. Sciences & Info. Systems","Business",16,"N","N","Honors",3.545
5708852,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",75,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.267
5789625,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",90,"Associates","General Studies","Unknown","Provost Office",61,"N","N","Honors",3.616
5809162,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",52,"Certificate","General Education","Unknown","Unknown",34,"U","U","Honors",3.773
5999639,10-DEC-20  01:28 PM,06-MAY-21  12:00 AM,"N",54,"Associates","Nursing","Nursing","Health Sciences",72,"N","N","",3.804
6007773,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",72,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.196
6007773,17-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"N",72,"Associates","Education","Education, Pre-Teacher","Humanities & Social Sciences",63,"N","N","",3.196
6067889,11-FEB-21  12:22 PM,06-MAY-21  12:00 AM,"N",68,"Unknown","General Studies","Unknown","Unknown",,"U","U","",2.569
6082330,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",53,"Certificate","General Education","Unknown","Unknown",34,"U","U","",2.714
6202163,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",33,"Certificate","Database Information Systems","Comp. Sciences & Info. Systems","Business",16,"N","N","",3.33
2390838,14-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",63,"Associates","Nursing","Nursing","Health Sciences",72,"N","N","",3.189
4350068,31-MAR-21  12:00 AM,06-MAY-21  12:00 AM,"N",71,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.013
5977841,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",97,"Associates","Visual Arts Illustration Spec","Visual Arts & Design","Arts, Comm, & New Media",68,"N","N","Honors",3.737
6135320,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",61,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",3.857
6222883,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",44,"Certificate","General Education","Unknown","Unknown",34,"U","U","",2.689
6222883,04-NOV-20  02:29 PM,06-MAY-21  12:00 AM,"N",44,"Associates","Pre-Health Sciences","Unknown","Unknown",61,"U","U","",2.689
6223156,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",66,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",3.832
6252353,17-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"N",61,"Associates","Engineering/Chemical","Unknown","Unknown",71,"U","U","",3.256
6362372,12-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",58,"Associates","Graphic Communications","Visual Arts & Design","Arts, Comm, & New Media",,"N","N","High Honors",3.824
6408250,12-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",77,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","High Honors",3.949
6408250,12-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",77,"Certificate","Software Development","Comp. Sciences & Info. Systems","Business",17,"N","N","High Honors",3.949
6416706,20-OCT-20  02:08 PM,06-MAY-21  12:00 AM,"N",62,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.923
6066566,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",59,"Associates","Psychology","Psychology","Humanities & Social Sciences",61,"N","N","Honors",3.555
4600717,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",90,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.549
4365244,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",69,"Associates","Social Work","Social Work","Humanities & Social Sciences",63,"N","N","Honors",3.583
4640743,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",62,"Associates","General Studies","Unknown","Unknown",61,"U","U","",2.776
5721816,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",34,"Associates","General Studies","Unknown","Provost Office",61,"N","N","Honors",3.644
5966375,06-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",72,"Associates","Aviation Maintenance","Aviation Tech - Maintenance","Applied Tech &Tech Specialties",88,"N","N","High Honors",3.8
6306176,21-OCT-20  08:21 PM,06-MAY-21  12:00 AM,"N",54,"Unknown","General Studies - Undecided","Unknown","Unknown",,"U","U","",3.961
6460484,12-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",33,"Associates","Biology","Biology","Science, Math & Engineering",,"N","N","High Honors",3.953
6874422,26-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",0,"Certificate","Electric Power Technology","Unknown","Unknown",25,"U","U","",
337633,14-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",96,"Associates","Criminal Justice","Criminal Justice/Inst. Pub Saf","Applied Tech &Tech Specialties",64,"N","N","",2.771
990831,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",85,"Certificate","Linux System Administration","Comp. Sciences & Info. Systems","Business",16,"N","N","",3.307
3075865,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",69,"Certificate","Graphic Communications","Unknown","Unknown",32,"U","U","",2.007
3227310,12-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",81,"Certificate","Software Development","Comp. Sciences & Info. Systems","Business",17,"N","N","High Honors",3.884
3227310,12-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",81,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","High Honors",3.884
3429225,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",83,"Associates","Visual Arts - Photograph Spec","Visual Arts & Design","Arts, Comm, & New Media",64,"N","N","Honors",3.748
4883692,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",66,"Associates","Criminal Justice","Criminal Justice/Inst. Pub Saf","Applied Tech &Tech Specialties",65,"N","N","",3.067
4901542,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",65,"Associates","Education","Education, Pre-Teacher","Humanities & Social Sciences",63,"N","N","",2.876
5034472,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",71,"Associates","General Studies","Unknown","Unknown",61,"U","U","",2.58
5042669,04-NOV-20  07:53 AM,06-MAY-21  12:00 AM,"Y",127,"Associates","Radiologic Technology","Radiologic Technology","Health Sciences",77,"N","N","Honors",3.577
5134880,22-OCT-20  11:52 AM,06-MAY-21  12:00 AM,"N",92,"Associates","Nursing","Nursing","Health Sciences",72,"N","N","",3.044
5268650,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",62,"Certificate","General Education","Unknown","Unknown",34,"U","U","",3.403
5323684,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",78,"Certificate","Network and Cyber Security","Comp. Sciences & Info. Systems","Business",16,"N","N","Honors",3.626
5323684,12-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",78,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","Honors",3.626
5323684,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",78,"Certificate","Database Information Systems","Comp. Sciences & Info. Systems","Business",16,"N","N","Honors",3.626
5936632,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",35,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",3.94
6066874,02-FEB-21  12:00 AM,06-MAY-21  12:00 AM,"N",84,"Associates","Health Sciences","Health Science","Health Sciences",,"N","N","",3.256
6066874,11-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",84,"Associates","Respiratory Therapy","Respiratory Therapy","Health Sciences",69,"N","N","",3.256
6066874,22-JAN-21  12:00 AM,06-MAY-21  12:00 AM,"N",84,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.256
6066874,21-JAN-21  05:48 PM,06-MAY-21  12:00 AM,"N",84,"Associates","Pre-Health Sciences","Unknown","Unknown",61,"U","U","",3.256
6085879,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",49,"Associates","General Studies","Unknown","Unknown",61,"U","U","Honors",3.754
6174527,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",61,"Certificate","General Education","Unknown","Unknown",34,"U","U","",3.389
6175983,18-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",62,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",3.821
6278421,22-OCT-20  11:53 AM,06-MAY-21  12:00 AM,"N",52,"Associates","Nursing","Nursing","Health Sciences",72,"N","N","",3.538
6308374,27-JAN-21  08:18 PM,06-MAY-21  12:00 AM,"N",42,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.807
6320456,22-MAR-21  12:00 AM,06-MAY-21  12:00 AM,"N",54,"Associates","Psychology","Psychology","Humanities & Social Sciences",61,"N","N","",3.894
6320456,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",54,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",3.894
6363233,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",50,"Certificate","General Education","Unknown","Unknown",34,"U","U","",2.69
6375861,19-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",69,"Certificate","Graphic Communications","Unknown","Unknown",32,"U","U","Honors",3.612
