"STUDENT_ID","GRAD_APPL_DATE","GRADUATION_DATE","GRADUATED_IND","TOTAL_CREDITS","DEGREE_TYPE","MAJOR","DEPARTMENT","COLLEGE","REQUIRED_HOURS","FULLY_ONLINE_IND","AID_ELIGIBLE_IND","HONORS","OVERALL_GPA"
5442656,11-SEP-19  01:01 PM,06-MAY-21  12:00 AM,"N",46,"Associates","Engr Design/Drafting Tech","Engineering Design/Drafting","Science, Math & Engineering",64,"N","Y","",2.366
5442656,14-SEP-20  09:08 AM,06-MAY-21  12:00 AM,"N",46,"Associates","Automotive Technician","Automotive Collision Repair","Applied Tech &Tech Specialties",68,"N","N","",2.366
5442656,19-DEC-18  08:56 AM,06-MAY-21  12:00 AM,"N",46,"Associates","Architectural Technology","Architectural Technology","Arts, Comm, & New Media",60,"N","N","",2.366
5442656,02-JAN-19  05:02 PM,06-MAY-21  12:00 AM,"N",46,"Associates","Film Production Technician","Performing Arts","Arts, Comm, & New Media",66,"N","N","",2.366
5442656,15-APR-21  08:34 AM,06-MAY-21  12:00 AM,"N",46,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",2.366
5442656,10-JUL-19  08:48 AM,06-MAY-21  12:00 AM,"N",46,"Associates","Criminal Justice","Criminal Justice/Inst. Pub Saf","Applied Tech &Tech Specialties",64,"N","N","",2.366
5662645,19-DEC-18  10:05 AM,06-MAY-21  12:00 AM,"N",12,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.675
6015991,01-MAY-19  10:01 AM,06-MAY-21  12:00 AM,"N",40,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.361
6015991,19-DEC-18  01:34 PM,06-MAY-21  12:00 AM,"N",40,"Associates","Business","Business Management","Business",61,"N","N","",2.361
6155375,19-DEC-18  11:15 AM,06-MAY-21  12:00 AM,"N",3,"Associates","Social Work","Social Work","Humanities & Social Sciences",63,"N","N","",0.425
6155375,05-MAR-19  04:37 PM,06-MAY-21  12:00 AM,"N",3,"Associates","Sociology","Sociology","Humanities & Social Sciences",61,"N","N","",0.425
6198621,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",15,"Associates","Political Science","Political Science","Humanities & Social Sciences",61,"N","N","High Honors",4
4653938,20-DEC-18  01:54 PM,06-MAY-21  12:00 AM,"N",43,"Associates","Visual Arts - Photograph Spec","Visual Arts & Design","Arts, Comm, & New Media",64,"N","N","",2.591
6469080,20-DEC-18  05:40 PM,06-MAY-21  12:00 AM,"N",29,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.1
5089765,21-DEC-18  10:04 AM,06-MAY-21  12:00 AM,"N",12,"Associates","Engr Design/Drafting Tech","Unknown","Unknown",64,"U","U","",1.6
5798522,21-DEC-18  03:40 PM,06-MAY-21  12:00 AM,"N",22,"Associates","Visual Arts - Web Design","Visual Arts & Design","Arts, Comm, & New Media",68,"N","N","",1.634
5808987,03-DEC-19  01:26 PM,06-MAY-21  12:00 AM,"N",45,"Associates","Business","Business Management","Business",61,"N","N","",3.757
5808987,21-DEC-18  03:48 PM,06-MAY-21  12:00 AM,"N",45,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.757
5808987,14-JAN-20  05:40 PM,06-MAY-21  12:00 AM,"N",45,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.757
5967488,21-DEC-18  10:12 AM,06-MAY-21  12:00 AM,"N",6,"Associates","Architectural Technology","Architectural Technology","Arts, Comm, & New Media",60,"N","N","",0.5
6246669,21-DEC-18  10:01 AM,06-MAY-21  12:00 AM,"N",16,"Associates","Architectural Technology","Architectural Technology","Arts, Comm, & New Media",60,"N","N","",1.403
,21-DEC-18  03:38 PM,07-AUG-21  12:00 AM,"N",45,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","",3.382
4847754,02-JAN-19  04:02 PM,06-MAY-21  12:00 AM,"N",40,"Associates","Film Production Technician","Performing Arts","Arts, Comm, & New Media",66,"N","N","",2.367
4847754,09-AUG-19  10:55 AM,06-MAY-21  12:00 AM,"N",40,"Associates","Culinary Arts","Culinary Arts","Business",64,"N","N","",2.367
5384094,02-JAN-19  03:25 PM,06-MAY-21  12:00 AM,"N",59,"Associates","Psychology","Psychology","Humanities & Social Sciences",61,"N","N","",3.649
5854228,02-JAN-19  04:14 PM,06-MAY-21  12:00 AM,"N",50,"Associates","Finance and Credit","Finance and Credit","Business",65,"N","Y","",4
4671004,03-JAN-19  10:13 AM,06-MAY-21  12:00 AM,"N",0,"Associates","Geology","Unknown","Unknown",63,"U","U","",
4671004,03-JAN-19  01:21 PM,06-MAY-21  12:00 AM,"N",0,"Certificate","Sustainable Building Construct","Construction Management","Applied Tech &Tech Specialties",33,"N","N","",
3308699,08-APR-19  10:37 AM,06-MAY-21  12:00 AM,"N",14,"Associates","Sociology","Sociology","Humanities & Social Sciences",61,"N","N","",1.018
3308699,04-JAN-19  01:44 PM,06-MAY-21  12:00 AM,"N",14,"Associates","Psychology","Psychology","Humanities & Social Sciences",61,"N","N","",1.018
4755032,04-JAN-19  01:50 PM,06-MAY-21  12:00 AM,"N",110,"Associates","Social Work","Social Work","Humanities & Social Sciences",63,"N","N","",3.489
5758755,04-JAN-19  10:35 AM,06-MAY-21  12:00 AM,"N",,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",
6112080,25-FEB-19  03:05 PM,06-MAY-21  12:00 AM,"N",22,"Associates","Communication Studies","Communication","Arts, Comm, & New Media",61,"N","N","",1.721
6112080,04-JAN-19  02:17 PM,06-MAY-21  12:00 AM,"N",22,"Associates","Business","Business Management","Business",61,"N","N","",1.721
3288756,07-JAN-19  10:03 AM,06-MAY-21  12:00 AM,"N",22,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.55
4528967,07-JAN-19  08:59 AM,06-MAY-21  12:00 AM,"N",0,"Associates","Criminal Justice","Criminal Justice/Inst. Pub Saf","Applied Tech &Tech Specialties",65,"N","N","",0
5849062,07-JAN-19  10:02 AM,06-MAY-21  12:00 AM,"N",20,"Associates","Business","Business Management","Business",61,"N","N","",2.733
6206447,07-JAN-19  12:24 PM,06-MAY-21  12:00 AM,"N",16,"Associates","Business","Business Management","Business",61,"N","N","",2.188
6261572,07-JAN-19  02:39 PM,06-MAY-21  12:00 AM,"N",9,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.178
6461079,20-APR-20  09:07 AM,06-MAY-21  12:00 AM,"N",40,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.535
6461079,07-JAN-19  03:55 PM,06-MAY-21  12:00 AM,"N",40,"Associates","Business","Business Management","Business",61,"N","N","",3.535
6464964,07-JAN-19  01:46 PM,06-MAY-21  12:00 AM,"N",36,"Associates","Architectural Technology","Unknown","Unknown",67,"U","U","",1.776
6464964,07-MAY-20  12:09 PM,06-MAY-21  12:00 AM,"N",36,"Associates","Architectural Technology","Architectural Technology","Arts, Comm, & New Media",60,"N","N","",1.776
6464964,20-MAY-19  09:09 AM,06-MAY-21  12:00 AM,"N",36,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",1.776
5386712,26-MAR-19  04:32 PM,06-MAY-21  12:00 AM,"N",59,"Associates","English","Unknown","Unknown",61,"U","U","",3.059
5386712,08-JAN-19  12:34 PM,06-MAY-21  12:00 AM,"N",59,"Associates","Social Work","Social Work","Humanities & Social Sciences",63,"N","N","",3.059
5480470,08-JAN-19  02:10 PM,06-MAY-21  12:00 AM,"N",16,"Certificate","Transition to Teaching/ARL","Continuing Ed. Credit","Workforce Development",18,"N","N","",4
6481400,08-JAN-19  06:38 PM,06-MAY-21  12:00 AM,"N",4,"Unknown","Engineering/Electrical","Unknown","Unknown",,"U","U","",0.85
6486111,08-JAN-19  07:11 PM,06-MAY-21  12:00 AM,"N",,"Unknown","Biology","Unknown","Unknown",,"U","U","",
3068578,09-JAN-19  10:43 AM,06-MAY-21  12:00 AM,"N",50,"Associates","Sociology","Sociology","Humanities & Social Sciences",61,"N","N","",3.074
6282859,09-JAN-19  03:23 PM,06-MAY-21  12:00 AM,"N",29,"Associates","Engineering/Civil/Environ","Unknown","Unknown",71,"U","U","",3.907
6402335,09-JAN-19  03:25 PM,06-MAY-21  12:00 AM,"N",4,"Associates","Psychology","Psychology","Humanities & Social Sciences",61,"N","N","",0.862
4368751,10-JAN-19  09:42 AM,06-MAY-21  12:00 AM,"N",86,"Associates","Interior Design","Unknown","Arts, Comm, & New Media",69,"N","N","",3.569
3529668,10-JAN-19  10:29 AM,07-AUG-21  12:00 AM,"N",43,"Associates","Communication Studies","Unknown","Unknown",63,"U","U","",2.898
3616601,14-JAN-19  10:54 AM,06-MAY-21  12:00 AM,"N",31,"Associates","English","Unknown","Unknown",63,"U","U","",2.67
6050319,10-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",84,"Associates","General Studies","Unknown","Provost Office",61,"N","N","Honors",3.636
6050319,14-JAN-19  04:57 PM,06-MAY-21  12:00 AM,"N",84,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.636
2361634,15-JAN-19  11:12 AM,06-MAY-21  12:00 AM,"N",10,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.88
4897741,15-JAN-19  11:02 AM,06-MAY-21  12:00 AM,"N",19,"Associates","Family and Human Studies","Family and Human Studies","Humanities & Social Sciences",63,"N","N","",2.716
5763788,15-JAN-19  12:52 PM,06-MAY-21  12:00 AM,"N",24,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",1.767
6456564,15-JAN-19  12:13 PM,06-MAY-21  12:00 AM,"N",26,"Associates","Business","Business Management","Business",61,"N","N","",3.354
6485236,15-JAN-19  11:09 AM,06-MAY-21  12:00 AM,"N",22,"Associates","Visual Arts- Animation","Visual Arts & Design","Arts, Comm, & New Media",69,"N","N","",3.673
6486048,15-JAN-19  02:05 PM,06-MAY-21  12:00 AM,"N",3,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.4
3539160,16-JAN-19  01:40 PM,06-MAY-21  12:00 AM,"N",53,"Associates","General Studies","Unknown","Unknown",61,"U","U","",2.589
5926916,16-JAN-19  02:37 PM,06-MAY-21  12:00 AM,"N",45,"Associates","Business","Business Management","Business",61,"N","N","",3.498
6437531,16-JAN-19  12:33 PM,06-MAY-21  12:00 AM,"N",14,"Associates","Business","Business Management","Business",61,"N","N","",4
6483857,08-FEB-19  09:22 AM,06-MAY-21  12:00 AM,"N",6,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",0.96
6483857,13-JAN-20  09:05 AM,06-MAY-21  12:00 AM,"N",6,"Associates","Interior Design","Unknown","Arts, Comm, & New Media",69,"N","N","",0.96
6483857,19-MAR-19  08:33 AM,06-MAY-21  12:00 AM,"N",6,"Associates","Education","Education, Pre-Teacher","Humanities & Social Sciences",63,"N","N","",0.96
2128100,12-FEB-19  11:12 AM,06-MAY-21  12:00 AM,"N",27,"Associates","Biology","Biology","Science, Math & Engineering",,"N","N","",3.778
5497137,28-OCT-19  02:17 PM,06-MAY-21  12:00 AM,"N",49,"Associates","English","Unknown","Unknown",61,"U","U","",3.531
5497137,12-FEB-19  03:45 PM,06-MAY-21  12:00 AM,"N",49,"Associates","Communication Studies","Unknown","Unknown",63,"U","U","",3.531
6442270,21-FEB-19  02:24 PM,06-MAY-21  12:00 AM,"N",21,"Associates","Criminal Justice","Criminal Justice/Inst. Pub Saf","Applied Tech &Tech Specialties",64,"N","N","",4
3265649,22-FEB-19  12:04 PM,06-MAY-21  12:00 AM,"N",51,"Associates","Engineering/Electrical","Unknown","Unknown",,"U","U","",2.862
4417478,26-FEB-19  12:29 PM,06-MAY-21  12:00 AM,"N",78,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.881
4713718,26-FEB-19  10:30 AM,06-MAY-21  12:00 AM,"N",61,"Associates","Humanities","Unknown","Unknown",,"U","U","",3.926
4713718,10-MAR-21  12:00 AM,06-MAY-21  12:00 AM,"Y",61,"Associates","Writing Studies","Unknown","Unknown",61,"U","U","High Honors",3.926
5712989,30-APR-19  08:28 AM,06-MAY-21  12:00 AM,"N",41,"Associates","Family and Human Studies","Family and Human Studies","Humanities & Social Sciences",63,"N","N","",2.129
5712989,26-FEB-19  11:30 AM,06-MAY-21  12:00 AM,"N",41,"Associates","Family and Human Studies","Family and Human Studies","Humanities & Social Sciences",66,"N","N","",2.129
5712989,05-FEB-20  08:13 AM,06-MAY-21  12:00 AM,"N",41,"Associates","Communication Studies","Communication","Arts, Comm, & New Media",61,"N","N","",2.129
5920756,27-FEB-19  03:13 PM,06-MAY-21  12:00 AM,"N",32,"Associates","Criminal Justice","Criminal Justice/Inst. Pub Saf","Applied Tech &Tech Specialties",64,"N","N","",3.003
5920756,16-MAY-19  12:16 PM,06-MAY-21  12:00 AM,"N",32,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.003
5920756,10-JUL-19  09:54 AM,06-MAY-21  12:00 AM,"N",32,"Associates","Construction Management","Construction Management","Applied Tech &Tech Specialties",67,"N","N","",3.003
4620058,28-FEB-19  02:55 PM,06-MAY-21  12:00 AM,"N",89,"Associates","Engineering/Computer","Unknown","Unknown",74,"U","U","",3.748
4620058,15-JAN-20  01:30 PM,06-MAY-21  12:00 AM,"N",89,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","",3.748
4623901,21-MAY-19  03:26 PM,06-MAY-21  12:00 AM,"N",38,"Associates","Engineering/Mechanical","Unknown","Unknown",73,"U","U","",3.816
4623901,23-SEP-19  03:24 PM,06-MAY-21  12:00 AM,"N",38,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.816
4623901,28-FEB-19  11:56 AM,06-MAY-21  12:00 AM,"N",38,"Associates","Engr Design/Drafting Tech","Engineering Design/Drafting","Science, Math & Engineering",64,"N","Y","",3.816
6095063,28-FEB-19  01:19 PM,06-MAY-21  12:00 AM,"N",19,"Associates","Education","Education, Pre-Teacher","Humanities & Social Sciences",63,"N","N","",3
6480126,13-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",63,"Associates","General Studies","Unknown","Provost Office",61,"N","N","Honors",3.662
3339534,01-MAR-19  03:44 PM,07-AUG-21  12:00 AM,"N",26,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","",3.769
5669071,14-MAY-21  12:43 PM,06-MAY-21  12:00 AM,"N",56,"Associates","Graphic Communications","Visual Arts & Design","Arts, Comm, & New Media",,"N","N","",3.823
5669071,04-NOV-19  10:22 AM,06-MAY-21  12:00 AM,"N",56,"Associates","Visual Arts - Design Spec.","Visual Arts & Design","Arts, Comm, & New Media",69,"N","N","",3.823
5669071,04-MAR-19  02:00 PM,06-MAY-21  12:00 AM,"N",56,"Associates","Visual Arts Illustration Spec","Visual Arts & Design","Arts, Comm, & New Media",68,"N","N","",3.823
5669071,01-DEC-20  01:06 PM,06-MAY-21  12:00 AM,"N",56,"Associates","Interior Design","Unknown","Arts, Comm, & New Media",69,"N","N","",3.823
1931127,05-MAR-19  03:27 PM,06-MAY-21  12:00 AM,"N",14.66,"Certificate","General Nursing","Unknown","Unknown",,"U","U","",3.637
6397225,06-MAR-19  12:47 PM,07-AUG-21  12:00 AM,"N",3,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3
1981296,17-JUN-19  10:18 AM,06-MAY-21  12:00 AM,"N",4,"Associates","Business Management","Business Management","Business",,"N","N","",0.458
1981296,07-MAR-19  03:40 PM,06-MAY-21  12:00 AM,"N",4,"Associates","Construction Management","Construction Management","Applied Tech &Tech Specialties",67,"N","N","",0.458
6028101,07-MAR-19  03:50 PM,06-MAY-21  12:00 AM,"N",32,"Associates","Social Work","Social Work","Humanities & Social Sciences",63,"N","N","",3.588
4225517,08-MAR-19  08:28 AM,06-MAY-21  12:00 AM,"N",14,"Associates","Interior Design","Unknown","Arts, Comm, & New Media",69,"N","N","",3.031
6016313,08-MAR-19  02:19 PM,06-MAY-21  12:00 AM,"N",13,"Associates","Business","Business Management","Business",62,"N","N","",1.989
206068,17-JUL-20  08:56 AM,06-MAY-21  12:00 AM,"N",26,"Associates","Family and Human Studies","Family and Human Studies","Humanities & Social Sciences",63,"N","N","",3.931
206068,16-MAY-19  04:14 PM,06-MAY-21  12:00 AM,"N",26,"Associates","Family and Human Studies","Family and Human Studies","Humanities & Social Sciences",66,"N","N","",3.931
206068,12-MAR-19  03:48 PM,06-MAY-21  12:00 AM,"N",26,"Associates","Paralegal Training","Unknown","Unknown",64,"U","U","",3.931
5096128,12-MAR-19  02:27 PM,06-MAY-21  12:00 AM,"N",12,"Associates","Psychology","Psychology","Humanities & Social Sciences",61,"N","N","",4
5267880,12-MAR-19  08:43 AM,06-MAY-21  12:00 AM,"N",44,"Associates","Social Work","Social Work","Humanities & Social Sciences",63,"N","N","",3.277
5267880,01-DEC-20  12:53 PM,06-MAY-21  12:00 AM,"N",44,"Associates","English Studies","English","Humanities & Social Sciences",61,"N","N","",3.277
6456417,12-MAR-19  02:29 PM,06-MAY-21  12:00 AM,"N",4,"Associates","Criminal Justice","Criminal Justice/Inst. Pub Saf","Applied Tech &Tech Specialties",65,"N","N","",3.7
6320211,12-MAR-19  03:59 PM,07-AUG-21  12:00 AM,"N",47,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.106
6115013,13-MAR-19  08:22 AM,06-MAY-21  12:00 AM,"N",46,"Associates","Communication Studies","Unknown","Unknown",63,"U","U","",3.622
6471187,13-MAR-19  07:49 AM,06-MAY-21  12:00 AM,"N",11,"Certificate","Marketing Management","Unknown","Unknown",37,"U","U","",1.371
5997791,28-JUL-20  12:29 PM,06-MAY-21  12:00 AM,"N",73,"Associates","Education","Education, Pre-Teacher","Humanities & Social Sciences",63,"N","N","",2.834
1334384,18-MAR-19  09:02 AM,06-MAY-21  12:00 AM,"N",53.99,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.515
5289874,20-MAR-19  12:28 PM,06-MAY-21  12:00 AM,"N",50,"Associates","Engineering/Mechanical","Unknown","Unknown",73,"U","U","",3.132
6420017,20-MAR-19  12:08 PM,06-MAY-21  12:00 AM,"N",68,"Associates","Biology","Biology","Science, Math & Engineering",,"N","N","",3.515
6035983,26-FEB-19  10:53 AM,06-MAY-21  12:00 AM,"N",87,"Associates","Engineering/Materials Science","Unknown","Unknown",71,"U","U","",3.389
6035983,09-SEP-19  08:39 AM,06-MAY-21  12:00 AM,"N",87,"Associates","General Engineering","Unknown","Unknown",77.5,"U","U","",3.389
4226959,28-MAR-19  04:16 PM,06-MAY-21  12:00 AM,"N",107,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.141
4932048,28-MAR-19  04:21 PM,06-MAY-21  12:00 AM,"N",42,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.29
5707613,28-MAR-19  09:13 AM,06-MAY-21  12:00 AM,"N",20,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.88
6445434,29-MAR-19  02:04 PM,06-MAY-21  12:00 AM,"N",10,"Associates","Sociology","Sociology","Humanities & Social Sciences",61,"N","N","",3.73
5387930,01-APR-19  11:19 AM,06-MAY-21  12:00 AM,"N",59,"Associates","Graphic Communications","Visual Arts & Design","Arts, Comm, & New Media",,"N","N","",2.878
6462521,01-APR-19  03:08 PM,06-MAY-21  12:00 AM,"N",0,"Associates","Diesel Systems Tech - Appr","Apprenticeship","Applied Tech &Tech Specialties",63,"N","N","",0
6462528,01-APR-19  04:00 PM,06-MAY-21  12:00 AM,"N",16,"Associates","Diesel Systems Tech - Appr","Apprenticeship","Applied Tech &Tech Specialties",63,"N","N","",3.056
5986164,02-APR-19  04:38 PM,07-AUG-21  12:00 AM,"N",6,"Associates","Economics","Economics","Business",63,"N","N","",3.85
476744,04-APR-19  04:24 PM,06-MAY-21  12:00 AM,"N",49,"Associates","Political Science","Political Science","Humanities & Social Sciences",61,"N","N","",3.5
4580788,04-APR-19  08:27 AM,06-MAY-21  12:00 AM,"N",36,"Associates","Aviation Maintenance","Aviation Tech - Maintenance","Applied Tech &Tech Specialties",88,"N","N","",2.373
,04-APR-19  04:52 PM,06-MAY-21  12:00 AM,"N",91,"Associates","Business","Business Management","Business",61,"N","N","",2.764
6270693,05-APR-19  01:31 PM,06-MAY-21  12:00 AM,"N",9,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.467
6460127,05-APR-19  01:27 PM,06-MAY-21  12:00 AM,"N",55,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.281
3757553,17-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",49,"Associates","Sociology","Sociology","Humanities & Social Sciences",61,"N","N","",3.039
3757553,17-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",49,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.039
5234728,08-APR-19  10:25 AM,06-MAY-21  12:00 AM,"N",37,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.368
5693914,26-FEB-21  08:16 AM,06-MAY-21  12:00 AM,"N",63,"Associates","Pre-Medical Health Sciences","Biology","Science, Math & Engineering",,"N","N","",3.046
6054953,09-APR-19  12:48 PM,06-MAY-21  12:00 AM,"N",0,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",0
3127000,10-APR-19  09:09 AM,06-MAY-21  12:00 AM,"N",35,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.695
4005731,11-APR-19  09:32 AM,06-MAY-21  12:00 AM,"N",57,"Associates","Biology","Biology","Science, Math & Engineering",,"N","N","",3.535
4005731,10-APR-19  09:12 AM,06-MAY-21  12:00 AM,"N",57,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.535
5363773,10-APR-19  09:24 AM,06-MAY-21  12:00 AM,"N",52,"Certificate","General Education","Unknown","Unknown",34,"U","U","",3.608
6491641,10-APR-19  11:02 AM,06-MAY-21  12:00 AM,"N",4,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.025
6243659,11-APR-19  09:01 AM,06-MAY-21  12:00 AM,"N",10,"Associates","Engineering/Chemical","Unknown","Unknown",69,"U","U","",3.02
6280920,11-APR-19  10:06 AM,06-MAY-21  12:00 AM,"N",36,"Associates","English","Unknown","Unknown",61,"U","U","",3.283
4603307,11-APR-19  04:12 PM,07-AUG-21  12:00 AM,"N",3,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3
6514874,11-APR-19  08:38 AM,07-AUG-21  12:00 AM,"N",7,"Associates","Education","Education, Pre-Teacher","Humanities & Social Sciences",63,"N","N","",2
4662485,12-APR-19  08:38 AM,06-MAY-21  12:00 AM,"N",49,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.333
6388797,12-APR-19  08:25 AM,06-MAY-21  12:00 AM,"N",10,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.52
3861874,12-APR-19  01:15 PM,07-AUG-21  12:00 AM,"N",76,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.329
6083709,12-APR-19  08:42 AM,07-AUG-21  12:00 AM,"N",43,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",2.675
,12-APR-19  04:11 PM,07-AUG-21  12:00 AM,"N",8,"Unknown","General Studies","Unknown","Unknown",,"U","U","",4
6510709,12-APR-19  03:57 PM,07-AUG-21  12:00 AM,"N",3,"Unknown","General Studies","Unknown","Unknown",,"U","U","",2
6526270,12-APR-19  12:26 PM,07-AUG-21  12:00 AM,"N",10,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.94
4785286,15-APR-19  03:36 PM,06-MAY-21  12:00 AM,"N",46,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.798
5260726,06-MAY-21  12:00 AM,06-MAY-21  12:00 AM,"Y",21,"Associates","General Studies","Unknown","Provost Office",61,"N","N","Honors",3.643
6255496,15-APR-19  07:50 AM,06-MAY-21  12:00 AM,"N",36,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.747
6533235,15-APR-19  04:12 PM,07-AUG-21  12:00 AM,"N",12,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.758
6502099,16-APR-19  02:55 PM,07-AUG-21  12:00 AM,"N",0,"Unknown","General Studies","Unknown","Unknown",,"U","U","",
5665368,17-APR-19  11:57 AM,06-MAY-21  12:00 AM,"N",70,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","",3.836
5665368,01-MAR-21  12:00 AM,06-MAY-21  12:00 AM,"Y",70,"Associates","General Studies","Unknown","Provost Office",61,"N","N","High Honors",3.836
6025028,17-APR-19  11:47 AM,06-MAY-21  12:00 AM,"N",68,"Associates","Criminal Justice","Criminal Justice/Inst. Pub Saf","Applied Tech &Tech Specialties",64,"N","N","",3.481
6312392,17-APR-19  09:59 AM,06-MAY-21  12:00 AM,"N",63,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.902
6435277,18-APR-19  08:12 AM,06-MAY-21  12:00 AM,"N",38,"Associates","Construction Management","Construction Management","Applied Tech &Tech Specialties",67,"N","N","",2.373
6435277,20-AUG-19  09:31 AM,06-MAY-21  12:00 AM,"N",38,"Associates","Engr Draft & Manufacture Tech","Unknown","Unknown",67,"U","U","",2.373
6453925,18-APR-19  08:22 AM,06-MAY-21  12:00 AM,"N",60,"Associates","Fitness Technician","Unknown","Unknown",65,"U","U","",3.818
6453925,09-JUL-20  11:57 AM,06-MAY-21  12:00 AM,"N",60,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.818
6453925,23-APR-20  11:43 AM,06-MAY-21  12:00 AM,"N",60,"Associates","Humanities","Unknown","Unknown",,"U","U","",3.818
5645845,19-APR-19  09:31 AM,07-AUG-21  12:00 AM,"N",37,"Unknown","General Studies","Unknown","Unknown",,"U","U","",2.238
6504934,22-APR-19  08:57 AM,07-AUG-21  12:00 AM,"N",22,"Associates","Business","Business Management","Business",61,"N","N","",1.551
6030124,23-APR-19  04:51 PM,06-MAY-21  12:00 AM,"N",15,"Associates","Social Work","Social Work","Humanities & Social Sciences",63,"N","N","",2.62
4632980,17-JUN-19  09:57 AM,06-MAY-21  12:00 AM,"N",35,"Associates","Visual Arts - Multimedia Spec","Visual Arts & Design","Arts, Comm, & New Media",66,"N","N","",3.497
4632980,24-APR-19  12:44 PM,06-MAY-21  12:00 AM,"N",35,"Certificate","Game Design & Development","Visual Arts & Design","Arts, Comm, & New Media",25,"N","N","",3.497
6102350,31-JUL-19  11:07 AM,06-MAY-21  12:00 AM,"N",12,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","",1.232
6102350,24-APR-19  01:20 PM,06-MAY-21  12:00 AM,"N",12,"Associates","Computer Sci & Info Systems","Comp. Sciences & Info. Systems","Business",,"N","N","",1.232
6528321,24-APR-19  09:53 AM,07-AUG-21  12:00 AM,"N",12,"Unknown","General Studies","Unknown","Unknown",,"U","U","",3.85
5995082,29-APR-19  08:50 AM,06-MAY-21  12:00 AM,"N",78,"Associates","Biology","Biology","Science, Math & Engineering",,"N","N","",3.737
5995082,25-APR-19  04:27 PM,06-MAY-21  12:00 AM,"N",78,"Associates","General Studies","Unknown","Provost Office",61,"N","N","",3.737
6464572,26-APR-19  12:00 PM,06-MAY-21  12:00 AM,"N",30,"Certificate","Pharmacy Tech & Train","Continuing Ed. Credit","Workforce Development",30,"N","N","",3.277
6208631,29-APR-19  09:15 AM,06-MAY-21  12:00 AM,"N",9,"Associates","Fitness Technician","Unknown","Unknown",65,"U","U","",1.017
